Date,Close,High,Low,Open,Volume
6/1/2005,28.40198135,28.94137604,28.06303806,28.06485933,7683600
7/1/2005,29.92426682,30.14711619,28.3442084,28.5688862,4635200
8/1/2005,29.66305542,30.14711796,29.04381938,29.99367958,7580800
9/1/2005,29.73246765,30.16172995,28.89768488,29.61008209,6633200
10/1/2005,29.01241875,29.94280911,27.97763289,29.81643679,13579600
11/1/2005,30.33291435,30.72118929,28.94099382,29.09300671,8776400
12/1/2005,30.38968468,31.15157948,30.37869627,30.53437287,6118400
1/1/2006,31.72206306,32.00324444,30.40620601,30.70576639,9738400
2/1/2006,31.82865143,32.27707216,31.17991248,31.79005665,8362400
3/1/2006,32.41858292,32.74019585,31.38574684,31.94994917,9467200
4/1/2006,32.77615356,33.05985161,32.01164795,32.55140678,4980900
5/1/2006,31.80348969,33.3140812,30.97082107,32.8645875,9739000
6/1/2006,31.61927414,32.3635159,30.21921193,31.84033585,8032600
7/1/2006,31.29270172,31.92831208,30.12495194,31.92831208,12653300
8/1/2006,32.15007019,32.17963415,30.834505,31.07840062,7160000
9/1/2006,32.82999802,32.99998924,31.75093973,32.18699792,5455900
10/1/2006,34.15803528,34.35072419,32.66839342,32.97966077,5498400
11/1/2006,35.01032257,35.13631094,33.63925622,34.24697114,6711500
12/1/2006,35.08443832,35.65509809,34.61012444,35.08443832,4744900
1/1/2007,36.05623245,36.18266874,34.873695,35.3868734,6604700
2/1/2007,35.88516617,37.26107296,35.43892689,36.29421931,7430300
3/1/2007,36.10829163,36.62890609,34.73238461,35.10425168,7782800
4/1/2007,37.77571106,38.30482657,36.13620719,36.20327801,6587000
5/1/2007,38.99790573,39.06497373,37.50744503,37.82044041,13877800
6/1/2007,38.15579605,39.30345152,37.37330472,39.19166583,7051800
7/1/2007,36.54753113,39.42558554,36.41297259,38.46125031,24218800
8/1/2007,36.57742691,40.02361451,33.81150607,36.6297549,27969700
9/1/2007,37.36983871,38.0127261,35.56077529,36.58491286,13604100
10/1/2007,37.90818405,38.86057598,36.47584722,37.5707219,17405500
11/1/2007,36.14588165,37.71320317,34.27109529,37.54072316,21838500
12/1/2007,35.38096619,37.30074833,34.93851652,36.10838416,11231700
1/1/2008,33.99945068,35.64106332,29.59420467,35.46786315,16932200
2/1/2008,32.97532272,34.79766159,32.74941335,34.05968944,9366800
3/1/2008,32.23735809,33.46480036,30.77647159,32.79460115,6890000
4/1/2008,34.21583939,34.79794749,32.59047529,32.93066871,6069000
5/1/2008,35.12301636,36.03019774,34.13267915,34.16291632,5308400
6/1/2008,31.55477905,35.24397955,31.43382171,34.97938626,7786900
7/1/2008,31.50675392,32.42472321,29.12459185,31.263986,13834200
8/1/2008,32.43991089,33.16062982,30.9681292,31.77230019,15601700
9/1/2008,28.77562714,33.15304291,27.56937216,32.77371749,12220400
10/1/2008,22.86236572,28.95899658,19.05197144,28.9132708,14758300
11/1/2008,20.65995598,23.76923731,16.66666339,22.74043068,10110700
12/1/2008,21.18579865,21.51349289,18.70904154,20.22558025,16774900
1/1/2009,19.51985741,22.85232949,18.99891905,20.93711582,20829900
2/1/2009,17.32886505,20.95245129,17.22161202,19.22875788,13018900
3/1/2009,18.9759407,20.10974704,15.46726871,16.93049209,20628100
4/1/2009,22.67420578,23.16008245,18.75634982,19.01085616,41179900
5/1/2009,24.13954735,24.71797102,22.50453726,22.68192016,39380500
6/1/2009,23.76164055,25.28096597,22.77446523,24.47888603,36355700
7/1/2009,26.04154778,26.28152743,22.24833801,24.0365652,33551600
8/1/2009,27.51238632,28.13168535,26.12670271,26.32023385,16777800
9/1/2009,28.8748436,29.71089948,26.50602449,27.41174875,19517100
10/1/2009,27.89497375,30.19367107,27.47561948,28.88123854,20665200
11/1/2009,29.44038963,30.24804018,27.68530571,27.99593849,16381000
12/1/2009,30.69844437,31.23429062,29.51026871,29.81313678,14713100
1/1/2010,29.77770233,32.02154582,29.71537186,31.09440234,18714600
2/1/2010,31.0242672,31.27358302,28.92845512,29.91013581,16576000
3/1/2010,33.16682434,33.39276772,31.14892252,31.14892252,23603800
4/1/2010,34.14766693,35.39011075,33.32718584,33.52253862,19174500
5/1/2010,31.63152313,34.72591058,14.06540076,34.2414365,39446300
6/1/2010,29.53735161,32.79583884,29.46702446,31.25645736,43541100
7/1/2010,31.81617928,32.6002152,28.97796707,29.63655737,26107100
8/1/2010,30.30299568,32.61589972,29.88745453,32.34932734,23275600
9/1/2010,33.22745895,33.71356062,30.72638126,30.74990439,21274600
10/1/2010,34.58004761,34.95035211,33.0200458,33.65822959,17113900
11/1/2010,34.86368561,35.92732227,34.28853364,34.68247359,13974700
12/1/2010,37.27459717,37.36914191,35.33641043,35.33641043,30358000
1/1/2011,38.16944122,38.6830005,37.30823867,37.70328565,16090400
2/1/2011,39.70222473,40.33429935,38.38276916,38.42227326,30048300
3/1/2011,39.86812592,39.9550367,37.57685608,39.89973039,24301500
4/1/2011,41.28702545,41.31876102,39.26393011,40.30324413,14326300
5/1/2011,41.03314209,41.5170988,39.89862151,41.47742784,12638900
6/1/2011,40.16042709,40.98553341,38.12939988,40.98553341,23066000
7/1/2011,38.83684921,41.42384978,38.42292876,40.31741002,20385400
8/1/2011,36.36925125,39.5293733,32.3972116,39.5293733,50978900
9/1/2011,32.95439529,36.67967487,32.58027439,36.34535335,26805100
10/1/2011,37.40108871,38.67149536,31.18488366,32.82283161,41924600
11/1/2011,37.07349396,38.17610857,33.6138325,36.31444554,30386600
12/1/2011,36.97761536,37.7846048,35.19585072,37.0655056,15340700
1/1/2012,39.24172592,40.01195739,37.2439348,37.82160993,14779900
2/1/2012,40.81428146,41.23951589,39.52253742,39.57067803,10961200
3/1/2012,41.61662292,42.10604197,39.81941551,40.94266938,10786000
4/1/2012,41.44739532,42.22835928,40.00623611,41.72113505,15237900
5/1/2012,38.54897308,41.9948702,37.84851962,41.44739082,16195500
6/1/2012,39.86937332,39.88547602,37.05951511,37.84852899,11872400
7/1/2012,40.08560944,40.56262359,38.63030051,40.21496989,10018800
8/1/2012,41.31451797,42.04217219,39.30943013,40.33622971,8353100
9/1/2012,42.18770218,43.82896288,40.99111767,41.28217935,9921600
10/1/2012,42.00398636,43.35947583,41.67931663,42.5315739,6014800
11/1/2012,42.53969574,42.86436552,40.41311765,42.10951091,10104800
12/1/2012,43.27833176,44.06565424,42.15010867,42.7588624,14992900
1/1/2013,46.33531189,46.58008312,44.14868312,44.36081735,19365800
2/1/2013,46.78405762,47.55100826,45.74785646,46.64535196,10836400
3/1/2013,48.66062927,48.75037942,46.38425098,46.67797761,9724300
4/1/2013,49.652771,49.69370423,47.50783459,48.87502707,22813900
5/1/2013,50.98720551,52.8456059,49.12880823,49.53814676,14937700
6/1/2013,50.16033936,51.74857159,48.44930433,51.09363062,17762700
7/1/2013,53.19534683,53.58986999,50.33502886,50.67202026,16514100
8/1/2013,51.64191818,54.09126867,51.49397037,53.67208844,14325900
9/1/2013,53.58988571,55.29128222,51.69122757,52.21726278,18824000
10/1/2013,56.06500626,56.6669719,52.60166073,53.85506011,24111600
11/1/2013,57.31016159,57.54929827,55.55375171,56.24641827,12298300
12/1/2013,58.75323486,58.83569429,56.26292508,57.33491015,14026400
1/1/2014,57.21738434,59.12904212,56.53878674,58.78974648,22577200
2/1/2014,60.27109528,60.52763643,55.63676831,57.09326692,18217400
3/1/2014,60.40348816,61.13174362,59.24490509,59.79937404,15199800
4/1/2014,60.8696022,61.72528779,58.6764028,60.8862209,19230700
5/1/2014,62.1821785,62.19879719,60.14682578,60.86958053,18227300
6/1/2014,63.72740555,63.8852515,61.9578944,62.27357996,11328300
7/1/2014,62.46814728,64.61934774,62.45981388,64.09405726,12907900
8/1/2014,65.09463501,65.11130818,61.71774925,62.36811728,15425500
9/1/2014,63.193573,65.43649243,62.98512343,65.21136333,18703800
10/1/2014,65.32746124,65.41949583,58.57550709,63.36128001,36171300
11/1/2014,67.06774139,67.41914268,64.73342189,65.47806069,17489700
12/1/2014,66.97569275,68.08846326,64.281604,66.7832551,29065700
1/1/2015,65.29058838,67.67671027,64.56803084,67.53387436,31674500
2/1/2015,69.02941895,69.61754432,64.82850513,65.56786365,23150600
3/1/2015,68.09680939,69.41589595,66.87013702,69.12182688,22544700
4/1/2015,68.64807892,69.93871549,67.76235551,68.31909502,24398500
5/1/2015,69.14575195,70.1411406,68.12505785,68.80833087,19475900
6/1/2015,67.31525421,69.81216002,67.09592953,69.38194796,24369400
7/1/2015,68.22777557,68.9983791,66.61036486,68.18543231,19281500
8/1/2015,64.50177765,68.63423134,60.45401047,68.24469147,35519200
9/1/2015,62.2916069,66.25469484,60.64032295,63.01986712,23440300
10/1/2015,66.92397308,67.34065816,61.50713194,62.58709667,17403100
11/1/2015,67.1280365,68.17398526,64.84054503,67.1025265,14777500
12/1/2015,65.17219543,67.76582013,63.59051062,67.31512618,24355400
1/1/2016,61.82263947,64.98296079,57.17612315,64.40214544,41494000
2/1/2016,62.4376564,63.2832535,57.52634954,61.35290106,28557900
3/1/2016,67.07563019,67.39166441,62.71097316,62.9586746,26135500
4/1/2016,68.26287842,69.63654838,66.07358721,67.03515946,17767100
5/1/2016,69.19008636,69.42189701,66.44274705,68.44315697,15360700
6/1/2016,68.98404694,70.4092339,65.06908624,68.8981938,23112400
7/1/2016,72.0118866,72.22702727,67.98445292,69.13760378,13850500
8/1/2016,72.12375641,73.06177315,70.69522577,71.97746233,14812900
9/1/2016,71.9344101,72.80357998,70.1616536,72.15815816,19521600
10/1/2016,70.43458557,72.15334302,69.91636142,71.98059943,14416900
11/1/2016,74.12259674,74.55444594,69.00950377,70.6073445,32740200
12/1/2016,74.83085632,76.54961493,73.73396185,74.32127724,29351600
1/1/2017,76.46164703,77.27488687,75.09472055,75.50133387,24647000
2/1/2017,78.85810089,79.31662746,75.99446163,76.61736813,15863400
3/1/2017,78.57260895,80.05200875,76.89422254,79.46370883,17804500
4/1/2017,79.39560699,80.19459862,77.76288411,78.94400505,14601000
5/1/2017,79.83853149,80.08170229,77.94526463,79.57798757,12987100
6/1/2017,80.48986053,81.32359157,79.78640142,80.01219902,9682400
7/1/2017,82.0579071,82.61564933,80.00994008,81.16900085,9001400
8/1/2017,81.2387085,82.29318996,79.57419199,82.27576342,11986400
9/1/2017,83.26055908,83.26927568,80.62870602,81.4304665,8453000
10/1/2017,84.5330658,85.43458736,83.53526458,83.66654894,11633700
11/1/2017,87.74530792,88.14792898,84.11295718,84.81317179,7762500
12/1/2017,88.42801666,89.11072225,86.26611117,87.76281343,9575100
1/1/2018,92.73052216,94.47153056,89.01110516,89.10782152,12750700
2/1/2018,88.65939331,92.92397642,83.50671961,92.43157294,22737300
3/1/2018,87.47234344,91.80727173,85.46754352,88.65059652,14918500
4/1/2018,88.16686249,90.21540628,85.09405017,87.66355667,11701700
5/1/2018,89.44721222,90.72754964,86.11832414,87.99910394,9603900
6/1/2018,89.96816254,92.40522527,89.04984894,89.89752147,10287500
7/1/2018,93.11736298,93.61375036,89.51853417,89.80218507,10701800
8/1/2018,94.94338226,95.63478103,91.91186147,93.01987405,11782100
9/1/2018,94.6774292,96.52116322,94.19876709,94.84584923,13738500
10/1/2018,88.21147156,95.60175606,84.94372209,95.47710125,33572900
11/1/2018,90.51759338,92.03126274,87.0450502,88.43406476,20619800
12/1/2018,81.38215637,92.01347485,76.36032591,91.74636025,35301900
1/1/2019,89.90632629,89.99589982,80.14266119,80.6711498,27547700
2/1/2019,93.20267487,94.2865302,89.494275,90.02276357,16780900
3/1/2019,93.55201721,94.17903871,90.65874526,93.84760915,15914800
4/1/2019,97.35774231,97.45672938,94.59511885,94.65810999,13957500
5/1/2019,90.60865021,97.62768924,90.43767132,97.44771652,17178900
6/1/2019,97.00678253,97.48371644,90.65364368,90.66264437,12775700
7/1/2019,98.27181244,99.65490281,97.51247141,98.53396786,10623700
8/1/2019,95.06269073,98.92268842,91.96203415,98.2356606,14402700
9/1/2019,97.70232391,99.66396215,93.97791758,94.45702668,9949900
10/1/2019,99.37923431,100.1785529,93.68406748,98.33466556,9660400
11/1/2019,102.7581787,103.2214236,99.90605614,99.91514128,7500900
12/1/2019,105.1107483,105.4831557,100.3874821,102.7854523,10380500
1/1/2020,103.5495148,108.0457199,103.2667942,106.0392957,10257800
2/1/2020,94.3655777,108.51084,91.61130646,104.0967126,17954100
3/1/2020,76.6269989,99.71906825,64.35135767,94.73038448,53544400
4/1/2020,88.54202271,91.31414335,72.75660327,74.35908851,33826700
5/1/2020,92.75084686,94.65725364,80.12435459,86.64482099,33363600
6/1/2020,93.71787262,104.2169279,90.31028073,92.59428853,45228600
7/1/2020,98.80387878,99.84888879,91.92349343,94.36492163,35758500
8/1/2020,103.0209122,103.9549457,98.42473576,98.97035479,30367600
9/1/2020,99.97835541,105.84148,95.69660989,102.761956,35232500
10/1/2020,99.87553406,106.5363785,98.42630749,100.9345802,36739700
11/1/2020,114.1540756,116.5229985,100.5908484,101.2504292,49187600
12/1/2020,118.4831696,118.631804,114.5442611,115.5847235,49285300
1/1/2021,117.9273071,123.9681644,116.1747141,119.2883645,46324000
2/1/2021,125.1055069,129.1513896,118.1510584,118.8968467,40947700
3/1/2021,132.0599518,133.2438759,123.0545898,126.7462337,85560700
4/1/2021,138.8695526,140.0308624,132.7727086,133.1192223,48934900
5/1/2021,141.5293121,143.1495297,136.5282135,139.6749749,60322600
6/1/2021,141.164032,142.8497992,137.2774143,142.5313805,50245700
7/1/2021,143.401001,144.293277,136.7606814,142.0391263,56390200
8/1/2021,146.8009796,147.3457322,142.0297113,144.0584423,42038800
9/1/2021,140.7148132,147.8904976,139.3811,147.1672898,53415800
10/1/2021,148.7134857,150.2500204,140.8423125,141.9452189,45522400
11/1/2021,144.7826233,153.4644969,144.7354876,149.203685,41614300
12/1/2021,153.4173737,154.4637231,142.8784789,146.9790268,82775600
1/1/2022,147.1406708,155.8949872,140.0691494,154.2216553,106543000
2/1/2022,145.8265686,151.6879902,138.1405348,147.1973827,88601200
3/1/2022,149.0976563,152.4348861,140.1448002,145.1931859,72937700
4/1/2022,139.9803925,152.3503103,139.7335689,150.3946692,50246300
5/1/2022,141.385437,145.6859678,131.1230567,140.1228254,74680700
6/1/2022,127.4300995,142.6670327,122.9966766,142.0024966,48367900
7/1/2022,139.1981506,139.5417561,125.4921332,127.8782782,32761400
8/1/2022,134.3494873,146.1275087,134.2063244,138.501385,41957100
9/1/2022,121.4834061,140.7348211,121.2925174,133.442763,49007300
10/1/2022,133.8117218,134.6650634,119.7747229,123.3702658,65899000
11/1/2022,142.6903381,142.7574473,128.5670338,135.2211882,81751900
12/1/2022,135.4320984,144.0134567,132.3255445,143.4573444,58616800
1/1/2023,146.0777588,146.0777588,134.7847282,136.7872459,57400800
2/1/2023,141.1388702,149.9191278,140.2435069,145.3171933,55148400
3/1/2023,139.2326202,144.6143931,130.7315531,140.898185,97984800
4/1/2023,140.4362946,141.471625,136.3724113,140.0299077,55123700
5/1/2023,135.0855255,141.1039492,134.3114489,140.3298726,102305100
6/1/2023,144.7904663,145.1484706,134.5436706,135.3370883,131992200
7/1/2023,150.5099182,151.3748054,142.7939505,145.1359536,112688600
8/1/2023,145.6898499,150.2863838,141.802714,149.8296442,100855200
9/1/2023,137.6920776,146.9045858,136.1858095,146.6033352,84240900
10/1/2023,132.5705261,140.0564694,130.1402726,137.8604621,142511900
11/1/2023,144.7412872,144.8095997,131.9263596,132.6095589,123532800
12/1/2023,154.0133057,154.7941112,144.4582261,144.6046356,154999300
1/1/2024,153.3023834,155.6343409,150.0101932,153.8510793,146086900
2/1/2024,159.5046234,159.9259531,152.6458949,153.6257133,133457600
3/1/2024,165.9517975,166.3731271,158.9558964,159.7103606,112524500
4/1/2024,158.6026459,166.9361734,156.2708375,166.867309,150857100
5/1/2024,163.1088409,165.7555003,157.5105196,158.1598889,106396900
6/1/2024,161.6330109,163.8861213,160.0686336,163.423693,102396100
7/1/2024,169.5137787,170.9757814,160.7516055,162.7964467,159672100
8/1/2024,173.7318573,173.8207746,159.832921,169.8101213,135143500
9/1/2024,176.9818726,177.7523885,166.7379352,172.3982838,126929900
10/1/2024,174.831543,180.7124918,174.7918805,177.4695404,104055200
11/1/2024,186.0678101,186.6033511,174.6133756,175.4761732,124949300
12/1/2024,173.780304,186.3157316,172.1340488,186.1471399,136653900
1/1/2025,180.373642,182.3541197,171.5559939,175.4771624,165748300
2/1/2025,179.3186951,182.1451308,176.66146,178.0647236,147981100
3/1/2025,172.4019165,180.5328602,168.0329023,180.0153569,190015000
4/1/2025,169.1399994,175.3899994,150.3500061,173,279947700
5/1/2025,176.4299927,180.1799927,168.4799957,169.1399994,165453700
